facility_code,facility_name,network_id,network_region,latitude,longitude,unit_code,unit_code_display,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,max_generation,registered_date,expected_closure_date,data_first_seen,data_last_seen
HILLSTN,Hillston Sun,NEM,NSW1,-33.531624,145.52242,HILLSTN1,HILLSTN1,solar_utility,operating,110,85,,91.2712,,2045-12-31T14:00:00+10:00,2021-10-05T12:10:00+10:00,2026-08-01T16:20:00+10:00
HORNSDAL,Hornsdale,NEM,SA1,-33.05982,138.537673,HDWF1,HDWF1,wind,operating,102.4,102,,103.9,,2055-12-31T14:00:00+10:00,2016-06-23T16:55:00+10:00,2026-08-01T16:20:00+10:00
HORNSDAL2,Hornsdale 2,NEM,SA1,-33.05982,138.537673,HDWF2,HDWF2,wind,operating,102.4,102,,103.8,,2056-12-31T14:00:00+10:00,2017-02-21T14:35:00+10:00,2026-08-01T16:05:00+10:00
HORNSDAL3,Hornsdale 3,NEM,SA1,-33.05982,138.537673,HDWF3,HDWF3,wind,operating,112,109,,110.7,,2056-12-31T14:00:00+10:00,2017-08-18T07:45:00+10:00,2026-08-01T15:55:00+10:00
HORNSDPR,Hornsdale Power Reserve,NEM,SA1,-33.086389,138.518659,HPR1,HPR1,battery,operating,150,150,194,98,,2056-12-31T14:00:00+10:00,2024-09-24T11:05:00+10:00,2026-08-01T16:20:00+10:00
HUGSF,Hughenden,NEM,QLD1,-20.85484,144.186257,HUGSF1,HUGSF1,solar_utility,operating,20.97,18,,19.427,,2047-12-31T14:00:00+10:00,2018-01-25T00:05:00+10:00,2026-08-01T16:20:00+10:00
HUMENSW,Hume,NEM,NSW1,-36.106639,147.032526,HUMENSW,HUMENSW,hydro,operating,29,70,,99.9999,,2056-12-31T14:00:00+10:00,1998-12-09T05:25:00+10:00,2026-06-04T14:20:00+10:00
HUMEV,Hume,NEM,VIC1,-36.106887,147.032572,HUMEV,HUMEV,hydro,operating,29,70,,60,,2056-12-31T14:00:00+10:00,1998-12-09T05:25:00+10:00,2026-06-04T09:05:00+10:00
HUNTER,Hunter,NEM,NSW1,-32.793406,151.478353,HUNTER1,HUNTER1,gas_ocgt,operating,375,375,,380.7518,,2063-12-31T14:00:00+10:00,2025-07-27T19:40:00+10:00,2026-07-28T01:15:00+10:00
HUNTER,Hunter,NEM,NSW1,-32.793406,151.478353,HUNTER2,HUNTER2,gas_ocgt,operating,375,375,,381.0608,,2063-12-31T14:00:00+10:00,2025-12-18T00:25:00+10:00,2026-07-06T20:45:00+10:00
HEZ,Hunter Economic Zone,NEM,NSW1,-32.835481,151.451033,HEZ1,HEZ1,distillate,operating,28,28,,28.7,,2035-12-31T14:00:00+10:00,2022-04-28T11:50:00+10:00,2026-07-02T07:35:00+10:00
INVICTA,Invicta Sugar Mill,NEM,QLD1,-19.520476,147.107439,INVICTA,INVICTA,bioenergy_biomass,operating,50.3,51,,49.85,,2039-12-31T14:00:00+08:00,2009-07-01T00:05:00+08:00,2018-06-14T00:00:00+08:00
ICSM,Isis Central Sugar Mill,NEM,QLD1,-25.197619,152.206949,ICSM,ICSM,bioenergy_biomass,operating,25,25,,,,2043-12-31T14:00:00Z,,
JACKSGUL,Jacks Gully,NEM,NSW1,-34.072955,150.743691,JACKSGUL,JACKSGUL,bioenergy_biogas,operating,2.3,2,,,,2024-12-31T14:00:00Z,,
JEERA,Jeeralang A,NEM,VIC1,-38.275046,146.425572,JLA04,JLA04,gas_ocgt,operating,51,65,,64.3995,,2038-12-31T14:00:00+10:00,1998-12-09T10:30:00+10:00,2026-07-31T19:10:00+10:00
JEERA,Jeeralang A,NEM,VIC1,-38.275046,146.425572,JLA03,JLA03,gas_ocgt,operating,51,65,,63.76,,2038-12-31T14:00:00+10:00,1998-12-10T12:25:00+10:00,2026-07-09T09:25:00+10:00
JEERA,Jeeralang A,NEM,VIC1,-38.275046,146.425572,JLA01,JLA01,gas_ocgt,operating,51,65,,63.88,,2038-12-31T14:00:00+10:00,1998-12-09T16:10:00+10:00,2026-07-09T09:25:00+10:00
JEERA,Jeeralang A,NEM,VIC1,-38.275046,146.425572,JLA02,JLA02,gas_ocgt,operating,51,65,,64.2,,2038-12-31T14:00:00+10:00,1998-12-09T13:35:00+10:00,2026-06-22T19:35:00+10:00
JEERB,Jeeralang B,NEM,VIC1,-38.273845,146.424827,JLB01,JLB01,gas_ocgt,operating,76,100,,97.01,,2038-12-31T14:00:00+10:00,1998-12-09T16:10:00+10:00,2026-08-01T16:20:00+10:00
JEERB,Jeeralang B,NEM,VIC1,-38.273845,146.424827,JLB02,JLB02,gas_ocgt,operating,76,100,,99.1,,2038-12-31T14:00:00+10:00,1998-12-10T12:25:00+10:00,2026-07-17T08:35:00+10:00
JEERB,Jeeralang B,NEM,VIC1,-38.273845,146.424827,JLB03,JLB03,gas_ocgt,operating,76,100,,96.24,,2038-12-31T14:00:00+10:00,1998-12-11T10:30:00+10:00,2026-07-31T08:40:00+10:00
JEMALNG1,Jemalong,NEM,NSW1,-33.409099,147.655008,JEMALNG1,JEMALNG1,solar_utility,operating,55,50,,51.31,,2049-12-31T14:00:00+10:00,2021-02-02T13:40:00+10:00,2026-08-01T16:20:00+10:00
JNDSHPS,Jindabyne,NEM,NSW1,-36.434918,148.63057,JNDABNE1,JNDABNE1,hydro,operating,1.1,1,,,,2069-12-31T14:00:00Z,,
SNWYGJP2,Jindabyne Pump At Guthega,NEM,NSW1,-36.434918,148.63057,SNOWYGJP,SNOWYGJP,pumps,operating,70,70,,,,,2019-11-10T14:25:00+10:00,2023-03-16T16:55:00+10:00
JBUTTERS,John Butters,NEM,TAS1,-42.154894,145.534508,JBUTTERS,JBUTTERS,hydro,operating,144,144,,151.27,,2099-12-31T14:00:00+10:00,2005-05-17T16:15:00+10:00,2026-08-01T16:20:00+10:00
JOUNAMA,Jounama,NEM,NSW1,-35.562015,148.305493,JOUNAMA1,JOUNAMA1,hydro,operating,14,14,,,,2069-12-31T14:00:00Z,,
JUNEESF,Junee,NEM,NSW1,-34.814929,147.572334,JUNEESF1,JUNEESF1,solar_utility,operating,36,30,,30.2766,,2049-12-31T14:00:00+10:00,2021-05-25T12:40:00+10:00,2026-08-01T16:20:00+10:00
KABANWF,Kaban,NEM,QLD1,-17.560606,145.413125,KABANWF1,KABANWF1,wind,operating,156,152,,155.949,,2047-12-31T14:00:00+10:00,2022-09-26T00:05:00+10:00,2026-08-01T16:20:00+10:00
KALBARRI,Kalbarri,WEM,WEM,-27.898303,114.192354,KALBARRI_WF1,KALBARRI_WF1,wind,operating,1.6,1.6,,2.673,,2037-12-31T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-08-01T14:15:00+10:00
STHRNCRS,Kambalda,WEM,WEM,-31.191281,121.673741,STHRNCRS_EG,STHRNCRS_EG,gas_ocgt,operating,23,23,,28.355,,2043-06-30T16:00:00+10:00,2014-02-26T12:00:00+10:00,2026-08-01T14:15:00+10:00
KARSF,Karadoc,NEM,VIC1,-34.411851,142.250443,KARSF1,KARSF1,solar_utility,operating,104,90,,114,,2047-12-31T14:00:00+10:00,2018-10-24T07:10:00+10:00,2026-08-01T16:20:00+10:00
BLAIRFOX_KARAKIN,Karakin,WEM,WEM,-30.942242,115.366613,BLAIRFOX_KARAKIN_WF1,BLAIRFOX_KARAKIN_WF1,wind,operating,5,5,,4.776,,2028-12-31T16:00:00+08:00,2013-12-17T09:00:00+08:00,2026-08-01T14:15:00+08:00
KAREEYA,Kareeya,NEM,QLD1,-17.767013,145.577993,KAREEYA3,KAREEYA3,hydro,operating,21,22,,35.49,,2056-12-31T14:00:00+08:00,1998-12-07T02:50:00+08:00,2026-08-01T16:20:00+08:00
KAREEYA,Kareeya,NEM,QLD1,-17.767013,145.577993,KAREEYA1,KAREEYA1,hydro,operating,21,22,,24.22,,2056-12-31T14:00:00+08:00,1998-12-07T02:50:00+08:00,2026-08-01T16:20:00+08:00
KAREEYA,Kareeya,NEM,QLD1,-17.767013,145.577993,KAREEYA4,KAREEYA4,hydro,operating,21,22,,27.07,,2056-12-31T14:00:00+08:00,1998-12-07T02:50:00+08:00,2026-08-01T16:20:00+08:00
KAREEYA,Kareeya,NEM,QLD1,-17.767013,145.577993,KAREEYA2,KAREEYA2,hydro,operating,21,22,,24.26,,2056-12-31T14:00:00+08:00,1998-12-07T05:05:00+08:00,2026-07-21T07:10:00+08:00
KAREEYA,Kareeya,NEM,QLD1,-17.767013,145.577993,KAREEYA5,KAREEYA5,hydro,operating,7,7,,,,2056-12-31T14:00:00Z,,
KEEPIT,Keepit,NEM,NSW1,-30.87868,150.491876,KEEPIT,KEEPIT,hydro,operating,6,8,,,,2049-12-31T14:00:00Z,,
KEMERTON,Kemerton,WEM,WEM,-33.163352,115.780966,KEMERTON_GT12,KEMERTON_GT12,gas_ocgt,operating,154.7,154.7,,171.8,,2044-12-31T16:00:00+10:00,2014-01-10T14:30:00+10:00,2026-07-30T21:55:00+10:00
KEMERTON,Kemerton,WEM,WEM,-33.163352,115.780966,KEMERTON_GT11,KEMERTON_GT11,gas_ocgt,operating,154.7,154.7,,180,,2044-12-31T16:00:00+10:00,2014-01-06T15:00:00+10:00,2026-07-27T11:40:00+10:00
TESLA_KEMERTON,Kemerton,WEM,WEM,-33.211662,115.76057,TESLA_KEMERTON_G1,TESLA_KEMERTON_G1,distillate,operating,10,10,,10.48,,2047-08-31T16:00:00+08:00,2014-01-22T12:30:00+08:00,2026-08-01T07:55:00+08:00
KENNEDY,Kennedy Energy Park,NEM,QLD1,-20.872792,144.413034,KEPSF1,KEPSF1,solar_utility,operating,16,15,,14.97,,2045-12-31T14:00:00+08:00,2021-07-06T10:05:00+08:00,2026-08-01T16:20:00+08:00
KENNEDY,Kennedy Energy Park,NEM,QLD1,-20.872792,144.413034,KEPBG1,KEPBG1,battery_discharging,operating,2,2,4,2.16,,2045-12-31T14:00:00+08:00,2021-07-09T17:10:00+08:00,2026-07-31T18:55:00+08:00
KENNEDY,Kennedy Energy Park,NEM,QLD1,-20.872792,144.413034,KEPWF1,KEPWF1,wind,operating,43.2,43,,42.7,,2045-12-31T14:00:00+08:00,2021-07-06T13:20:00+08:00,2026-08-01T16:20:00+08:00
KENNEDY,Kennedy Energy Park,NEM,QLD1,-20.872792,144.413034,KEPBL1,KEPBL1,battery_charging,operating,2,2,4,2.1,,2045-12-31T14:00:00+08:00,2024-06-06T10:50:00+08:00,2026-08-01T00:50:00+08:00
KERNGSP,Kerang,NEM,VIC1,-35.779895,143.941051,KERNGSP1,KERNGSP1,solar_utility,operating,37,30,,31.1,,2049-12-31T14:00:00+10:00,2025-02-28T16:35:00+10:00,2026-08-01T16:20:00+10:00
KIAMSF1,Kiamal,NEM,VIC1,-35.021508,142.297971,KIAMSF1,KIAMSF1,solar_utility,operating,239,200,,200.8431,,2048-12-31T14:00:00+10:00,2020-09-08T12:10:00+10:00,2026-08-01T16:20:00+10:00
KIATAWF,Kiata,NEM,VIC1,-36.397288,141.747394,KIATAWF1,KIATAWF1,wind,operating,31,31,,31.8,,2041-12-31T14:00:00+10:00,2017-11-10T08:35:00+10:00,2026-08-01T16:20:00+10:00
KSP1,Kidston,NEM,QLD1,-18.889381,144.14246,KSP1,KSP1,solar_utility,operating,50,47.7,,47.9,,2036-12-31T14:00:00+10:00,2017-11-30T13:45:00+10:00,2026-08-01T16:20:00+10:00
KINGASF,Kingaroy,NEM,QLD1,-26.537087,151.890398,KINGASF1,KINGASF1,solar_utility,operating,47,40,,44.8,,2053-12-31T14:00:00+10:00,2024-09-04T09:40:00+10:00,2026-08-01T16:20:00+10:00
KOGANCK,Kogan Creek,NEM,QLD1,-26.915285,150.748948,KPP_1,KPP_1,coal_black,operating,744,781,,815.75,,2041-12-31T14:00:00+10:00,2007-05-12T17:30:00+10:00,2026-07-17T19:30:00+10:00
KESS1,Koorangie,NEM,VIC1,-35.735367,143.754813,KESSB1,KESSB1,battery,operating,185,185,370,185.7,,2054-12-31T14:00:00+10:00,2025-02-14T14:25:00+10:00,2026-08-01T16:15:00+10:00
KWINANA,Kwinana,WEM,WEM,-32.198281,115.77559,KWINANA_GT2,KWINANA_GT2,gas_ocgt,operating,103.2,103.2,,110.3633,,2039-12-31T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-08-01T14:15:00+10:00
KWINANA,Kwinana,WEM,WEM,-32.198281,115.77559,KWINANA_GT3,KWINANA_GT3,gas_ocgt,operating,103.2,103.2,,112.8,,2039-12-31T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-06-01T14:45:00+10:00
KWINANA_ESR,Kwinana Battery,WEM,WEM,-32.19855,115.778521,KWINANA_ESR1,KWINANA_ESR1,battery,operating,100,100,226.6,100.5567,,2052-12-31T16:00:00+08:00,2025-09-02T08:05:00+08:00,2026-08-01T08:15:00+08:00
KWINANA_ESR2,Kwinana Battery 2,WEM,WEM,-32.202465,115.778452,KWINANA_ESR2,KWINANA_ESR2,battery,operating,225,225,900,225.9467,,,2025-09-02T08:00:00+08:00,2026-08-01T09:00:00+08:00
TIWEST_COG1,Kwinana Cogen,WEM,WEM,-32.22762,115.773435,TIWEST_COG1,TIWEST_COG1,gas_ocgt,operating,42.1,42.1,,45.604,,2049-11-30T16:00:00+10:00,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
PERTHENERGY_KWINANA,Kwinana Swift,WEM,WEM,-32.224368,115.778586,PERTHENERGY_KWINANA_GT1,PERTHENERGY_KWINANA_GT1,gas_ocgt,operating,116,116,,120.6,,2049-11-30T16:00:00+10:00,2013-12-20T08:00:00+10:00,2026-07-31T09:05:00+10:00
LADBROKE,Ladbroke Grove,NEM,SA1,-37.456341,140.782163,LADBROK2,LADBROK2,gas_ocgt,operating,40,50,,200.11,,2039-12-31T14:00:00+08:00,2000-05-04T13:50:00+08:00,2026-08-01T16:20:00+08:00
LADBROKE,Ladbroke Grove,NEM,SA1,-37.456341,140.782163,LADBROK1,LADBROK1,gas_ocgt,operating,40,50,,49.84,,2039-12-31T14:00:00+08:00,2000-01-10T14:10:00+08:00,2026-08-01T16:20:00+08:00
LBBESS,Lake Bonney,NEM,SA1,-37.738979,140.38681,LBB1,LBB1,battery,operating,25,25,52,25,,2033-12-31T14:00:00+10:00,2024-10-08T11:10:00+10:00,2026-08-01T11:10:00+10:00
LKBONNY1,Lake Bonney,NEM,SA1,-37.760504,140.405541,LKBONNY1,LKBONNY1,wind,operating,80.5,81,,81.1822,,2034-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
LKBONNY_2,Lake Bonney 2,NEM,SA1,-37.760504,140.405541,LKBONNY2,LKBONNY2,wind,operating,159,159,,169.2214,,2037-12-31T14:00:00+10:00,2007-05-31T17:00:00+10:00,2026-08-01T16:20:00+10:00
LKBONNY3,Lake Bonney 3,NEM,SA1,-37.760504,140.405541,LKBONNY3,LKBONNY3,wind,operating,39,39,,39.1312,,2039-12-31T14:00:00+10:00,2010-07-02T15:55:00+10:00,2026-08-01T16:20:00+10:00
LK_ECHO,Lake Echo,NEM,TAS1,-42.253643,146.620627,LK_ECHO,LK_ECHO,hydro,operating,32.4,34,,34.6384,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-07-31T17:05:00+10:00
LANCSF,Lancaster,NEM,VIC1,-36.290467,145.141535,LANCSF1,LANCSF1,solar_utility,commissioning,106,,,80,,2055-12-31T14:00:00+10:00,2026-03-19T14:00:00+10:00,2026-08-01T16:20:00+10:00
LVES,Latrobe Valley,NEM,VIC1,-38.258183,146.418614,LVES1,LVES1,battery,operating,140,100,200,100.87,,2044-12-31T14:00:00+10:00,2025-04-08T09:20:00+10:00,2026-08-01T16:20:00+10:00
LNGS,Laverton North,NEM,VIC1,-37.841703,144.788796,LNGS2,LNGS2,gas_ocgt,operating,156,172,,174.1949,,2069-12-31T14:00:00+10:00,2015-07-01T00:05:00+10:00,2026-07-31T10:30:00+10:00
LNGS,Laverton North,NEM,VIC1,-37.841703,144.788796,LNGS1,LNGS1,gas_ocgt,operating,156,172,,173.701,,2069-12-31T14:00:00+10:00,2015-07-01T00:10:00+10:00,2026-05-28T08:55:00+10:00
LEM_WIL,Lemonthyme / Wilmot,NEM,TAS1,-41.603738,146.13894,LEM_WIL,LEM_WIL,hydro,operating,81.6,86,,89.06,,2099-12-31T14:00:00+10:00,2005-05-16T16:00:00+10:00,2026-08-01T16:20:00+10:00
LDBESS,Liddell,NEM,NSW1,-32.37564,150.978578,LDBESS1,LDBESS1,battery,operating,755.08,500,1086.2,502.2545,,2045-12-31T14:00:00+10:00,2025-12-15T12:55:00+10:00,2026-08-01T15:40:00+10:00
LILYVASF,Lilyvale,NEM,QLD1,-23.084225,148.425994,LILYSF1,LILYSF1,solar_utility,operating,118,100,,105.9062,,2047-12-31T14:00:00+10:00,2019-03-09T11:10:00+10:00,2026-08-01T16:20:00+10:00
LIMBESS,Limondale,NEM,NSW1,-34.769354,143.559464,LIMBESS1,LIMBESS1,battery,operating,141,50,536,51.4717,,2044-12-31T14:00:00+10:00,2025-10-16T09:00:00+10:00,2026-08-01T16:20:00+10:00
LIMOSF1,Limondale,NEM,NSW1,-34.771747,143.500494,LIMOSF11,LIMOSF11,solar_utility,operating,275,220,,229.0087,,2049-12-31T14:00:00+10:00,2020-07-01T08:45:00+10:00,2026-08-01T16:20:00+10:00
LIMOSF2,Limondale 2,NEM,NSW1,-34.775502,143.508046,LIMOSF21,LIMOSF21,solar_utility,operating,38,29,,30.2905,,2049-12-31T14:00:00+10:00,2019-12-24T06:10:00+10:00,2026-08-01T16:20:00+10:00
LGAPWF1,Lincoln Gap,NEM,SA1,-32.564612,137.557203,LGAPWF2,LGAPWF2,wind,operating,86,85,,85.53,,2044-12-31T14:00:00+10:00,2021-12-14T00:05:00+10:00,2026-08-01T16:20:00+10:00
LGAPWF1,Lincoln Gap,NEM,SA1,-32.564612,137.557203,LGAPBS1,LGAPBS1,battery,operating,10.8,13,10,9.39,,2044-12-31T14:00:00+10:00,2026-02-26T08:45:00+10:00,2026-07-31T14:50:00+10:00
LGAPWF1,Lincoln Gap,NEM,SA1,-32.564612,137.557203,LGAPWF1,LGAPWF1,wind,operating,126,123,,167.12,,2044-12-31T14:00:00+10:00,2019-05-01T11:55:00+10:00,2026-08-01T16:20:00+10:00
LONGFORD,Longford,NEM,VIC1,-38.223244,147.1631,LONGFORD,LONGFORD,gas_ocgt,operating,46.4,46.4,,,,2031-12-31T14:00:00Z,,
LRSF,Longreach,NEM,QLD1,-23.446178,144.35918,LRSF1,LRSF1,solar_utility,operating,17,15,,15.1,,2042-12-31T14:00:00+10:00,2018-04-16T10:15:00+10:00,2026-08-01T16:20:00+10:00
LONSDALE,Lonsdale,NEM,SA1,-35.109703,138.490992,LONSDALE,LONSDALE,distillate,operating,20,21,,21.641,,2069-12-31T14:00:00+10:00,2016-01-12T11:45:00+10:00,2026-06-22T08:40:00+10:00
LOYYANGA,Loy Yang A,NEM,VIC1,-38.253534,146.574459,LYA3,LYA3,coal_brown,operating,560,590,,598.2,,2034-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
LOYYANGA,Loy Yang A,NEM,VIC1,-38.253534,146.574459,LYA4,LYA4,coal_brown,operating,560,580,,588.6,,2034-12-31T14:00:00+10:00,1998-12-07T10:30:00+10:00,2026-08-01T16:20:00+10:00
LOYYANGA,Loy Yang A,NEM,VIC1,-38.253534,146.574459,LYA2,LYA2,coal_brown,operating,530,535,,540,,2034-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
LOYYANGA,Loy Yang A,NEM,VIC1,-38.253534,146.574459,LYA1,LYA1,coal_brown,operating,560,590,,599.4,,2034-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
LOYYB,Loy Yang B,NEM,VIC1,-38.256446,146.584982,LOYYB1,LOYYB1,coal_brown,operating,500,600,,595.4886,,2046-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
LOYYB,Loy Yang B,NEM,VIC1,-38.256446,146.584982,LOYYB2,LOYYB2,coal_brown,operating,500,600,,600,,2046-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
LUCASHGT,Lucas Heights,NEM,NSW1,-34.04829,150.973916,LUCASHGT,LUCASHGT,bioenergy_biogas,operating,12.65,13,,,,2024-12-31T14:00:00Z,,
LUCAS2S2,Lucas Heights 2,NEM,NSW1,-34.044088,150.972475,LUCAS2S2,LUCAS2S2,bioenergy_biogas,operating,4.6,5,,,,2024-12-31T14:00:00Z,,
MACARTH,Macarthur,NEM,VIC1,-38.043483,142.179081,MACARTH1,MACARTH1,wind,operating,420,420,,426.46,,2037-12-31T14:00:00+10:00,2012-09-27T14:20:00+10:00,2026-08-01T16:20:00+10:00
MCINTYR,MacIntyre,NEM,QLD1,-28.2163,152.0327,MCINTYR1,MCINTYR1,wind,operating,923,890,,511.705,,2053-12-31T14:00:00+10:00,2024-08-28T14:45:00+10:00,2026-08-01T16:20:00+10:00
MACKNTSH,Mackintosh,NEM,TAS1,-41.69974,145.646154,MACKNTSH,MACKNTSH,hydro,operating,79.9,89,,90.81,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-08-01T16:20:00+10:00
MANSLR,Manildra,NEM,NSW1,-33.172681,148.718175,MANSLR1,MANSLR1,solar_utility,operating,50,46,,46.81,,2047-12-31T14:00:00+10:00,2018-05-02T13:25:00+10:00,2026-08-01T16:20:00+10:00
BRIDGETOWN_BIOMASS_PLANT,Manjimup,WEM,WEM,-34.333151,116.108521,BRIDGETOWN_BIOMASS_PLANT,BRIDGETOWN_BIOMASS_PLANT,bioenergy_biomass,operating,40,40,,,,2043-12-31T16:00:00Z,,
MANNUMB,Mannum,NEM,SA1,-34.917537,139.262695,MANNUMB1,MANNUMB1,battery,operating,131.7,100,200,102.86,,2043-12-31T14:00:00+10:00,2025-05-13T07:10:00+10:00,2026-08-01T11:10:00+10:00
MANNSF,Mannum 2,NEM,SA1,-34.9144,139.2681,MANNSF2,MANNSF2,solar_utility,operating,37,29,,31.36,,2057-12-31T14:00:00+10:00,2024-01-03T09:25:00+10:00,2026-08-01T16:20:00+10:00
MAPS2,Mannum Pumping Station,NEM,SA1,-34.854044,139.189749,MAPS3PV1,MAPS3PV1,solar_utility,operating,16.5,12,,12.16,,2040-12-31T14:00:00+10:00,2023-03-23T12:05:00+10:00,2026-08-01T16:20:00+10:00
MAPS2,Mannum Pumping Station,NEM,SA1,-34.854044,139.189749,MAPS2PV1,MAPS2PV1,solar_utility,operating,16.5,13.4,,13.29,,2040-12-31T14:00:00+10:00,2021-08-18T11:00:00+10:00,2026-08-01T16:20:00+10:00
MAROOWF1,Maroona,NEM,VIC1,-37.41875,142.82434,MAROOWF1,MAROOWF1,wind,operating,6.8,6,,,,2042-12-31T14:00:00Z,,
MARYRSF,Maryrorough,NEM,QLD1,-27.708611,151.546202,MARYRSF1,MARYRSF1,solar_utility,operating,33,27,,29.62,,2047-12-31T14:00:00+10:00,2020-03-17T16:35:00+10:00,2026-08-01T16:20:00+10:00
MEADOWBK,Meadowbank,NEM,TAS1,-42.611178,146.845687,MEADOWBK,MEADOWBK,hydro,operating,40,44,,44.6705,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-08-01T16:20:00+10:00
MREH,Melbourne A1,NEM,VIC1,-37.661157,144.726292,MREHA1,MREHA1,battery,operating,215.8,200,400,202.0066,,2049-12-31T14:00:00+10:00,2025-08-12T11:10:00+10:00,2026-08-01T16:20:00+10:00
MREHA2,Melbourne A2,NEM,VIC1,-37.663934,144.726927,MREHA2,MREHA2,battery,operating,215.8,200,400,201.691,,2049-12-31T14:00:00+10:00,2025-08-25T16:25:00+10:00,2026-08-01T15:35:00+10:00
MREHA3,Melbourne A3,NEM,VIC1,-37.663819,144.726859,MREHA3,MREHA3,battery,operating,215.4,200,800,202.9868,,2049-12-31T14:00:00+10:00,2025-09-12T15:15:00+10:00,2026-08-01T16:20:00+10:00
MERSOLAR,Merredin,WEM,WEM,-31.539824,118.238339,MERSOLAR_PV1,MERSOLAR_PV1,solar_utility,operating,132,100,,100.79,,2049-12-31T16:00:00+10:00,2020-07-09T12:00:00+10:00,2026-08-01T14:15:00+10:00
NAMKKN_MERR,Merredin,WEM,WEM,-31.542681,118.22701,NAMKKN_MERR_SG1,NAMKKN_MERR_SG1,gas_ocgt,operating,92.6,92.6,,96.9,,2036-12-31T16:00:00+10:00,2013-12-17T19:00:00+10:00,2026-07-31T14:20:00+10:00
AMBRISOLAR,Metro,WEM,WEM,-32.103385,115.808456,AMBRISOLAR_PV1,AMBRISOLAR_PV1,solar_utility,operating,0.96,0.96,,0.952,,2043-12-31T16:00:00+08:00,2018-09-26T08:00:00+08:00,2026-08-01T14:15:00+08:00
METZSF,Metz N,NEM,NSW1,-30.515484,151.859815,METZSF1,METZSF1,solar_utility,operating,135,115,,117.519,,2051-12-31T14:00:00+08:00,2022-03-29T08:20:00+08:00,2026-08-01T16:20:00+08:00
MIDDLSF1,Middlemount,NEM,QLD1,-22.823243,148.718008,MIDDLSF1,MIDDLSF1,solar_utility,operating,30,26,,35.9,,2049-12-31T14:00:00+10:00,2020-12-10T11:10:00+10:00,2026-08-01T16:20:00+10:00
MIDLDPS,Midlands,NEM,TAS1,-42.085747,147.274558,MIDLDPS1,MIDLDPS1,hydro,operating,6.08,7,,,,2038-12-31T14:00:00Z,,
MILLMERN,Millmerran,NEM,QLD1,-27.961319,151.277699,MPP_2,MPP_2,coal_black,operating,426,435,,458.191,,2050-12-31T14:00:00+10:00,2003-01-01T13:35:00+10:00,2026-08-01T16:20:00+10:00
MILLMERN,Millmerran,NEM,QLD1,-27.961319,151.277699,MPP_1,MPP_1,coal_black,operating,426,435,,462.6773,,2050-12-31T14:00:00+10:00,2001-11-09T20:40:00+10:00,2026-08-01T16:20:00+10:00
MINTARO,Mintaro,NEM,SA1,-33.903056,138.738162,MINTARO,MINTARO,gas_ocgt,operating,90,105,,107.7419,,2029-12-31T14:00:00+10:00,1998-12-08T08:20:00+10:00,2026-08-01T16:20:00+10:00
MINTARO,Mintaro,NEM,SA1,-33.903056,138.738162,MINTNL1,MINTNL1,gas_ocgt,operating,25,,,,,2029-12-31T14:00:00Z,,
MOKOSF,Mokoan,NEM,VIC1,-36.489246,146.128325,MOKOSF1,MOKOSF1,solar_utility,operating,58,46,,46.37,,2054-12-31T14:00:00+10:00,2024-12-16T11:05:00+10:00,2026-08-01T16:20:00+10:00
MOLNGSF1,Molong,NEM,NSW1,-33.08981,148.912255,MOLNGSF1,MOLNGSF1,solar_utility,operating,36,30,,30.055,,2044-12-31T14:00:00+10:00,2020-11-10T05:25:00+10:00,2026-08-01T16:20:00+10:00
MOORAWF1,Moorabool,NEM,VIC1,-37.739433,144.171985,MOORAWF1,MOORAWF1,wind,operating,312,305,,308.82,,2043-12-31T14:00:00+10:00,2020-11-19T09:55:00+10:00,2026-08-01T16:20:00+10:00
MORANBAH,Moranbah,NEM,QLD1,-21.962469,148.006004,MORANBAH,MORANBAH,gas_recip,operating,12.56,13,,,,,,
MBAHNTH,Moranbah North,NEM,QLD1,-21.978481,148.004809,MBAHNTH,MBAHNTH,gas_wcmg,operating,63.42,63,,59.925,,2037-12-31T14:00:00+10:00,2014-10-21T00:05:00+10:00,2026-08-01T16:20:00+10:00
MOREESF,Moree,NEM,NSW1,-29.569066,149.866721,MOREESF1,MOREESF1,solar_utility,operating,57,56,,56.4656,,2045-12-31T14:00:00+10:00,2016-02-22T08:05:00+10:00,2026-08-01T16:20:00+10:00
